CustomerKey,CustomerName,Segment,Country,Region
2177,Tomasz Kozak,B2C,Polska,Wielkopolskie
2178,Anna Szabó,B2C,Słowacja,
2179,Zuzana Baláž,B2C,Słowacja,
2180,Witold Gajda,B2C,Polska,Lubuskie
2181,Hana Král,B2C,Czechy,
2182,Aleksander Tomaszewski,B2C,Polska,Zachodniopomorskie
2183,Konstanty Piotrowski,B2C,Polska,Małopolskie
2184,Thomas Koch,B2C,Niemcy,
2185,Marek Kováč,B2C,Słowacja,
2186,Leon Sikorski,B2C,Polska,Małopolskie
2187,Milan Strzelecki,B2C,Polska,Warmińsko-mazurskie
2188,Nikodem Brzeziński,B2C,Polska,Śląskie
2189,Wojciech Pawlak,B2C,Polska,Pomorskie
2190,Emilia Tkacz,B2C,Polska,Pomorskie
2191,Dawid Rybarczyk,B2C,Polska,Opolskie
2192,Milana Winiarska,B2C,Polska,Kujawsko-pomorskie
2193,Maximilian Hartmann,B2C,Niemcy,
2194,Leon Leszczyński,B2C,Polska,Świętokrzyskie
2195,Nikodem Orłowski,B2C,Polska,Pomorskie
2196,Aleksander Janiszewski,B2C,Polska,Łódzkie
2197,Maria Kwaśniewska,B2C,Polska,Kujawsko-pomorskie
2198,Maximilian Schulz,B2C,Niemcy,
2199,David Horák,B2C,Czechy,
2200,Klaus Müller,B2C,Niemcy,
2201,Adela Michalak,B2C,Polska,Małopolskie
2202,Klara Stencel,B2C,Polska,Warmińsko-mazurskie
2203,Mark Pietrzyk,B2C,Polska,Wielkopolskie
2204,Tymon Lis,B2C,Polska,Podlaskie
2205,Ursula Hoffmann,B2C,Niemcy,
2206,Ursula Schmidt,B2C,Niemcy,
2207,Zofia Sadowska,B2C,Polska,Wielkopolskie
2208,Franciszek Filipek,B2C,Polska,Mazowieckie
2209,Milan Mierzwa,B2C,Polska,Śląskie
2210,Gabriela Nowak,B2C,Polska,Mazowieckie
2211,Michalina Kaźmierczak,B2C,Polska,Mazowieckie
2212,Stanisław Burek,B2C,Polska,Mazowieckie
2213,Julia Kruczek,B2C,Polska,Mazowieckie
2214,Monika Hofmann,B2C,Niemcy,
2215,Maximilian Fischer,B2C,Niemcy,
2216,Pola Zielińska,B2C,Polska,Małopolskie
2217,Tymon Kisiel,B2C,Polska,Podkarpackie
2218,Jaśmina Pawłowska,B2C,Polska,Dolnośląskie
2219,Lucie Hájek,B2C,Czechy,
2220,Nikodem Marciniak,B2C,Polska,Podlaskie
2221,Yustyna Sokołowska,B2C,Polska,Śląskie
2222,Claudia Müller,B2C,Niemcy,
2223,Zofia Ptak,B2C,Polska,Pomorskie
2224,Julia Jackowska,B2C,Polska,Lubelskie
2225,Helena Tokarska,B2C,Polska,Śląskie
2226,Oliwier Żurawski,B2C,Polska,Kujawsko-pomorskie
2227,Tomáš Král,B2C,Czechy,
2228,Tadeusz Sikorski,B2C,Polska,Mazowieckie
2229,Maria Müller,B2C,Niemcy,
2230,Emma Braun,B2C,Niemcy,
2231,Kaja Kowalczyk,B2C,Polska,Małopolskie
2232,Pola Borkowska,B2C,Polska,Łódzkie
2233,Wojciech Przybyła,B2C,Polska,Mazowieckie
2234,Zofia Mierzwa,B2C,Polska,Łódzkie
2235,Jaśmina Lenart,B2C,Polska,Pomorskie
2236,Wojciech Wasilewski,B2C,Polska,Opolskie
2237,Aleksander Nowak,B2C,Polska,Pomorskie
2238,Michalina Konieczna,B2C,Polska,Wielkopolskie
2239,Jakub Tomczak,B2C,Polska,Pomorskie
2240,Aleksandra Ciesielska,B2C,Polska,Lubelskie
2241,Leonia Woźniak,B2C,Polska,Podlaskie
2242,Tymon Kuchta,B2C,Polska,Wielkopolskie
2243,Eliza Fijałkowska,B2C,Polska,Wielkopolskie
2244,Anna Sobieraj,B2C,Polska,Warmińsko-mazurskie
2245,Janina Piotrowska,B2C,Polska,Mazowieckie
2246,Jakub Malinowski,B2C,Polska,Małopolskie
2247,Laura Andrzejewska,B2C,Polska,Opolskie
2248,Nikodem Drozd,B2C,Polska,Małopolskie
2249,Borys Matuszewski,B2C,Polska,Lubelskie
2250,Frank Weber,B2C,Niemcy,
2251,Róża Zaborowska,B2C,Polska,Zachodniopomorskie
2252,Dávid Kováč,B2C,Słowacja,
2253,Weronika Kalinowska,B2C,Polska,Zachodniopomorskie
2254,Marcel Michałowski,B2C,Polska,Łódzkie
2255,Jan Świderski,B2C,Polska,Małopolskie
2256,Julia Bartczak,B2C,Polska,Opolskie
2257,Christine Neumann,B2C,Niemcy,
2258,Cezary Raczyński,B2C,Polska,Dolnośląskie
2259,Maja Grzybek,B2C,Polska,Podkarpackie
2260,Maksymilian Walczak,B2C,Polska,Mazowieckie
2261,Ignacy Puchalski,B2C,Polska,Kujawsko-pomorskie
2262,Tymoteusz Kasperek,B2C,Polska,Zachodniopomorskie
2263,Zuzanna Ostrowska,B2C,Polska,Małopolskie
2264,Miłosz Kubicki,B2C,Polska,Śląskie
2265,Julia Meyer,B2C,Niemcy,
2266,Liliana Moskal,B2C,Polska,Mazowieckie
2267,Ksawery Kaźmierczak,B2C,Polska,Mazowieckie
2268,Jan Kędzierski,B2C,Polska,Pomorskie
2269,Arkadiusz Grzesiak,B2C,Polska,Śląskie
2270,Aleksander Jurczak,B2C,Polska,Małopolskie
2271,Pola Wiśniewska,B2C,Polska,Dolnośląskie
2272,Filip Pawlak,B2C,Polska,Dolnośląskie
2273,Tereza Král,B2C,Czechy,
2274,Franciszek Ziółkowski,B2C,Polska,Mazowieckie
2275,Michal Horváth,B2C,Słowacja,
2276,Jakub Svoboda,B2C,Czechy,
2277,Daryna Olszewska,B2C,Polska,Świętokrzyskie
2278,Maximilian Zimmermann,B2C,Niemcy,
2279,Maksym Nowakowski,B2C,Polska,Warmińsko-mazurskie
2280,Stanisław Turek,B2C,Polska,Podkarpackie
2281,Mikołaj Dudek,B2C,Polska,Wielkopolskie
2282,Marie Kučera,B2C,Czechy,
2283,Sophie Hofmann,B2C,Niemcy,
2284,Blanka Pakuła,B2C,Polska,Wielkopolskie
2285,Stanisław Krysiak,B2C,Polska,Podlaskie
2286,Stefania Czerwińska,B2C,Polska,Kujawsko-pomorskie
2287,Jan Górka,B2C,Polska,Mazowieckie
2288,Kornelia Wypych,B2C,Polska,Podkarpackie
2289,Dawid Grzywacz,B2C,Polska,Zachodniopomorskie
2290,Iga Król,B2C,Polska,Warmińsko-mazurskie
2291,Iga Król,B2C,Polska,Śląskie
2292,Michael Neumann,B2C,Niemcy,
2293,Lidia Pawlik,B2C,Polska,Małopolskie
2294,Igor Królak,B2C,Polska,Zachodniopomorskie
2295,Nikodem Gawroński,B2C,Polska,Opolskie
2296,Rozalia Wieczorek,B2C,Polska,Łódzkie
2297,Marcelina Górska,B2C,Polska,Podkarpackie
2298,Natan Rogoziński,B2C,Polska,Wielkopolskie
2299,Antoni Bojarski,B2C,Polska,Śląskie
2300,Hana Jelínek,B2C,Czechy,
2301,Kaja Wójcik,B2C,Polska,Podlaskie
2302,Krzysztof Góral,B2C,Polska,Wielkopolskie
2303,Oliwer Adamski,B2C,Polska,Zachodniopomorskie
2304,Amelia Kwiatkowska,B2C,Polska,Podlaskie
2305,Wanda Wiśniewska,B2C,Polska,Śląskie
2306,Maria Baran,B2C,Polska,Mazowieckie
2307,Mikołaj Kowalczyk,B2C,Polska,Wielkopolskie
2308,Szymon Guzik,B2C,Polska,Małopolskie
2309,Emilia Kozioł,B2C,Polska,Mazowieckie
2310,Wojciech Kuc,B2C,Polska,Łódzkie
2311,Eva Lenart,B2C,Polska,Lubelskie
2312,Iga Balicka,B2C,Polska,Śląskie
2313,Emily Sawicka,B2C,Polska,Mazowieckie
2314,Marie Kučera,B2C,Czechy,
2315,Liliana Filipiak,B2C,Polska,Kujawsko-pomorskie
2316,Oskar Walczak,B2C,Polska,Warmińsko-mazurskie
2317,Hanna Kawa,B2C,Polska,Wielkopolskie
2318,Michalina Majcher,B2C,Polska,Podlaskie
2319,Nikodem Sobański,B2C,Polska,Wielkopolskie
2320,Oliwier Buczkowski,B2C,Polska,Pomorskie
2321,Lena Schäfer,B2C,Niemcy,
2322,Mikołaj Kowal,B2C,Polska,Pomorskie
2323,Joachim Misztal,B2C,Polska,Pomorskie
2324,Jan Hájek,B2C,Czechy,
2325,Stefan Hofmann,B2C,Niemcy,
2326,Nikodem Sławiński,B2C,Polska,Małopolskie
2327,Maria Zimmermann,B2C,Niemcy,
2328,Hans Neumann,B2C,Niemcy,
2329,Celina Malinowska,B2C,Polska,Pomorskie
2330,Julian Juszczyk,B2C,Polska,Pomorskie
2331,Tymon Lewandowski,B2C,Polska,Małopolskie
2332,Maksymilian Węgrzyn,B2C,Polska,Małopolskie
2333,Krystian Smoliński,B2C,Polska,Śląskie
2334,Hanna Szulc,B2C,Polska,Lubuskie
2335,Gabriela Kovalchuk,B2C,Polska,Pomorskie
2336,Dávid Hudák,B2C,Słowacja,
2337,Tomáš Horák,B2C,Czechy,
2338,Monika Wolf,B2C,Niemcy,
2339,Franciszek Bąkowski,B2C,Polska,Pomorskie
2340,Wiktoria Kłos,B2C,Polska,Małopolskie
2341,Thomas Krüger,B2C,Niemcy,
2342,Martin Baláž,B2C,Słowacja,
2343,Maximilian Wolf,B2C,Niemcy,
2344,Monika Tóth,B2C,Słowacja,
2345,Fabian Bąk,B2C,Polska,Śląskie
2346,Damian Maciejewski,B2C,Polska,Pomorskie
2347,Joanna Wójtowicz,B2C,Polska,Mazowieckie
2348,Zofia Kaleta,B2C,Polska,Łódzkie
2349,Maja Janiak,B2C,Polska,Śląskie
2350,Klara Biernacka,B2C,Polska,Małopolskie
2351,Stefan Dudek,B2C,Polska,Mazowieckie
2352,Emilia Waszkiewicz,B2C,Polska,Mazowieckie
2353,Szymon Zajączkowski,B2C,Polska,Wielkopolskie
2354,Lucie Kučera,B2C,Czechy,
2355,Amelia Kaniewska,B2C,Polska,Opolskie
2356,Ignacy Cichoń,B2C,Polska,Mazowieckie
2357,Julia Mróz,B2C,Polska,Kujawsko-pomorskie
2358,Hanna Kozłowska,B2C,Polska,Warmińsko-mazurskie
2359,Martyna Sosnowska,B2C,Polska,Mazowieckie
2360,Anastazja Bąk,B2C,Polska,Śląskie
2361,Oskar Szewczyk,B2C,Polska,Opolskie
2362,Filip Czyżewski,B2C,Polska,Pomorskie
2363,Aleksander Jaros,B2C,Polska,Śląskie
2364,Laura Dobosz,B2C,Polska,Śląskie
2365,Nikodem Lisiecki,B2C,Polska,Wielkopolskie
2366,Janina Michalska,B2C,Polska,Śląskie
2367,Henryk Konieczny,B2C,Polska,Mazowieckie
2368,Milena Leśniewska,B2C,Polska,Mazowieckie
2369,Sara Panasiuk,B2C,Polska,Wielkopolskie
2370,Adela Kozak,B2C,Polska,Łódzkie
2371,Antoni Adamczak,B2C,Polska,Mazowieckie
2372,Bruno Majewski,B2C,Polska,Łódzkie
2373,Gabriela Cebula,B2C,Polska,Śląskie
2374,Kateřina Veselý,B2C,Czechy,
2375,Amelia Wyrzykowska,B2C,Polska,Łódzkie
2376,Anna Horák,B2C,Czechy,
2377,Julia Kokoszka,B2C,Polska,Zachodniopomorskie
2378,Jan Wojciechowski,B2C,Polska,Pomorskie
2379,David Veselý,B2C,Czechy,
2380,Nikodem Pawlak,B2C,Polska,Lubelskie
2381,Michael Klein,B2C,Niemcy,
2382,Antonina Rożek,B2C,Polska,Dolnośląskie
2383,Marie Němec,B2C,Czechy,
2384,Emma Koch,B2C,Niemcy,
2385,Klara Zalewska,B2C,Polska,Mazowieckie
2386,Amelia Kowalska,B2C,Polska,Wielkopolskie
2387,Thomas Hartmann,B2C,Niemcy,
2388,Oktawian Kruk,B2C,Polska,Dolnośląskie
2389,Zoya Stefańska,B2C,Polska,Mazowieckie
2390,Tymoteusz Ziółkowski,B2C,Polska,Mazowieckie
2391,Filip Stolarski,B2C,Polska,Mazowieckie
2392,Aleksander Sowiński,B2C,Polska,Zachodniopomorskie
2393,Bartosz Mazur,B2C,Polska,Wielkopolskie
2394,Thomas Schröder,B2C,Niemcy,
2395,Amelia Drozdowska,B2C,Polska,Łódzkie
2396,Franciszek Kowal,B2C,Polska,Łódzkie
2397,Jan Zaborowski,B2C,Polska,Mazowieckie
2398,Stanisław Dobrzyński,B2C,Polska,Małopolskie
2399,Wiktoria Barańska,B2C,Polska,Opolskie
2400,Eva Procházka,B2C,Czechy,
2401,Sophie Schwarz,B2C,Niemcy,
2402,Marcelina Budzyńska,B2C,Polska,Opolskie
2403,Pavel Veselý,B2C,Czechy,
2404,Alicja Kucharska,B2C,Polska,Zachodniopomorskie
2405,Jan Urbaniak,B2C,Polska,Wielkopolskie
2406,Laura Lech,B2C,Polska,Świętokrzyskie
2407,Igor Wiśniewski,B2C,Polska,Wielkopolskie
2408,Maciej Wójtowicz,B2C,Polska,Łódzkie
2409,Martin Klein,B2C,Niemcy,
2410,Wiktor Skoczylas,B2C,Polska,Śląskie
2411,Liliana Bąk,B2C,Polska,Podkarpackie
2412,Maksymilian Szymczak,B2C,Polska,Dolnośląskie
2413,Anna Pietras,B2C,Polska,Kujawsko-pomorskie
2414,Martin Polák,B2C,Słowacja,
2415,Marcelina Wojciechowska,B2C,Polska,Dolnośląskie
2416,Felicja Karwowska,B2C,Polska,Łódzkie
2417,Jan Sułkowski,B2C,Polska,Dolnośląskie
2418,Zuzanna Przybyła,B2C,Polska,Małopolskie
2419,Frank Zimmermann,B2C,Niemcy,
2420,Laura Jagiełło,B2C,Polska,Wielkopolskie
2421,Julia Hofmann,B2C,Niemcy,
2422,Piotr Mikołajczyk,B2C,Polska,Mazowieckie
2423,Szymon Nawrot,B2C,Polska,Śląskie
2424,Anna Baláž,B2C,Słowacja,
2425,Jana Pospíšil,B2C,Czechy,
2426,Michał Stefaniak,B2C,Polska,Zachodniopomorskie
2427,Felix Fischer,B2C,Niemcy,
2428,Oliwier Urbaniak,B2C,Polska,Mazowieckie
2429,Kornel Dębski,B2C,Polska,Podlaskie
2430,Igor Szczepanik,B2C,Polska,Zachodniopomorskie
2431,Marcelina Laskowska,B2C,Polska,Zachodniopomorskie
2432,Agata Nawrocka,B2C,Polska,Śląskie
2433,Petra Schneider,B2C,Niemcy,
2434,Anastazja Lis,B2C,Polska,Mazowieckie
2435,Zofia Szwarc,B2C,Polska,Mazowieckie
2436,Igor Kobus,B2C,Polska,Podlaskie
2437,Antonina Pakuła,B2C,Polska,Śląskie
2438,Nikodem Szczerba,B2C,Polska,Śląskie
2439,Emilia Świątek,B2C,Polska,Małopolskie
2440,Julia Schäfer,B2C,Niemcy,
2441,Pola Szeliga,B2C,Polska,Mazowieckie
2442,Matylda Kołodziejczyk,B2C,Polska,Śląskie
2443,Stefan Schwarz,B2C,Niemcy,
2444,Adrianna Bartnik,B2C,Polska,Mazowieckie
2445,Maximilian Schneider,B2C,Niemcy,
2446,Nikodem Maziarz,B2C,Polska,Podlaskie
2447,Zuzanna Kwiecińska,B2C,Polska,Dolnośląskie
2448,Hubert Łukasik,B2C,Polska,Dolnośląskie
2449,Ignacy Szymański,B2C,Polska,Wielkopolskie
2450,Mikołaj Młynarczyk,B2C,Polska,Łódzkie
2451,Laura Mrozek,B2C,Polska,Małopolskie
2452,Ignacy Jankowski,B2C,Polska,Warmińsko-mazurskie
2453,Ignacy Zawadzki,B2C,Polska,Wielkopolskie
2454,Leon Grześkowiak,B2C,Polska,Małopolskie
2455,Oliwier Zdunek,B2C,Polska,Podlaskie
2456,Oskar Olczak,B2C,Polska,Dolnośląskie
2457,Emma Meyer,B2C,Niemcy,
2458,Zuzanna Wiśniewska,B2C,Polska,Podkarpackie
2459,Jakub Novák,B2C,Czechy,
2460,Martina Kováč,B2C,Słowacja,
2461,Kornelia Piekarska,B2C,Polska,Mazowieckie
2462,Aleksander Kubica,B2C,Polska,Mazowieckie
2463,Antoni Kałuża,B2C,Polska,Podkarpackie
2464,Hanna Maciejewska,B2C,Polska,Pomorskie
2465,Katharina Schulz,B2C,Niemcy,
2466,Rita Roszkowska,B2C,Polska,Mazowieckie
2467,Anita Lech,B2C,Polska,Mazowieckie
2468,Noemi Zarębska,B2C,Polska,Śląskie
2469,Nikodem Rak,B2C,Polska,Dolnośląskie
2470,Helena Dąbrowska,B2C,Polska,Wielkopolskie
2471,Leon Grzywacz,B2C,Polska,Śląskie
2472,Katharina Hoffmann,B2C,Niemcy,
2473,Julia Gąsiorowska,B2C,Polska,Opolskie
2474,Adam Tomczak,B2C,Polska,Mazowieckie
2475,Kaja Maćkowiak,B2C,Polska,Świętokrzyskie
2476,Oliwier Gwóźdź,B2C,Polska,Łódzkie
2477,Józef Majewski,B2C,Polska,Śląskie
2478,Eryk Jagodziński,B2C,Polska,Mazowieckie
2479,Oliwia Tomczak,B2C,Polska,Wielkopolskie
2480,Maja Drożdż,B2C,Polska,Podkarpackie
2481,Rozalia Zawadzka,B2C,Polska,Mazowieckie
2482,Kaja Kulińska,B2C,Polska,Pomorskie
2483,Jakub Černý,B2C,Czechy,
2484,Petra Richter,B2C,Niemcy,
2485,Maria Piotrowska,B2C,Polska,Mazowieckie
2486,Aleksander Mróz,B2C,Polska,Zachodniopomorskie
2487,Martina Kráľ,B2C,Słowacja,
2488,Alan Matysiak,B2C,Polska,Mazowieckie
2489,Nel Rybicka,B2C,Polska,Pomorskie
2490,Michael Müller,B2C,Niemcy,
2491,David Pokorný,B2C,Czechy,
2492,Dominik Kołodziej,B2C,Polska,Mazowieckie
2493,Myroslava Wojciechowska,B2C,Polska,Pomorskie
2494,Lena Fischer,B2C,Niemcy,
2495,Ada Nowicka,B2C,Polska,Opolskie
2496,Aleksander Szymczak,B2C,Polska,Śląskie
2497,Maria Fischer,B2C,Niemcy,
2498,Michalina Kuc,B2C,Polska,Wielkopolskie
2499,Stefan Klein,B2C,Niemcy,
2500,Stefania Witkowska,B2C,Polska,Podlaskie
2501,Petra Neumann,B2C,Niemcy,
2502,Tomáš Hájek,B2C,Czechy,
2503,Melania Borkowska,B2C,Polska,Dolnośląskie
2504,Magdalena Rybicka,B2C,Polska,Pomorskie
2505,Katarína Varga,B2C,Słowacja,
2506,Petr Procházka,B2C,Czechy,
2507,Amelia Osińska,B2C,Polska,Opolskie
2508,Eva Jelínek,B2C,Czechy,
2509,Lena Becker,B2C,Niemcy,
2510,Hubert Kawka,B2C,Polska,Lubelskie
2511,Gabriela Kołodziejczak,B2C,Polska,Podkarpackie
2512,Lilianna Janus,B2C,Polska,Lubelskie
2513,Peter Horváth,B2C,Słowacja,
2514,Pola Jabłońska,B2C,Polska,Pomorskie
2515,Hana Novák,B2C,Czechy,
2516,Oliwia Olszewska,B2C,Polska,Mazowieckie
2517,Florentyna Sułkowska,B2C,Polska,Łódzkie
2518,Róża Lewandowska,B2C,Polska,Pomorskie
2519,Pola Bednarczyk,B2C,Polska,Małopolskie
2520,Laura Zielińska,B2C,Polska,Dolnośląskie
2521,Lukáš Lukáč,B2C,Słowacja,
2522,Chloe Skibińska,B2C,Polska,Łódzkie
2523,Robert Zaremba,B2C,Polska,Mazowieckie
2524,Jan Krawczyk,B2C,Polska,Świętokrzyskie
2525,Melania Koper,B2C,Polska,Dolnośląskie
2526,Jan Strzelczyk,B2C,Polska,Mazowieckie
2527,Klara Jasińska,B2C,Polska,Śląskie
2528,Tymoteusz Stefański,B2C,Polska,Dolnośląskie
2529,Maksymilian Kozłowski,B2C,Polska,Lubelskie
2530,Aleksander Borkowski,B2C,Polska,Mazowieckie
2531,Katharina Wagner,B2C,Niemcy,
2532,Szymon Cygan,B2C,Polska,Mazowieckie
2533,Lukáš Polák,B2C,Słowacja,
2534,Mark Makowski,B2C,Polska,Łódzkie
2535,Joanna Pasek,B2C,Polska,Łódzkie
2536,Felix Müller,B2C,Niemcy,
2537,Szymon Stankiewicz,B2C,Polska,Dolnośląskie
2538,Maja Gajewska,B2C,Polska,Małopolskie
2539,Michalina Kopeć,B2C,Polska,Pomorskie
2540,Alicja Michalska,B2C,Polska,Łódzkie
2541,Maksymilian Czajkowski,B2C,Polska,Małopolskie
2542,Peter Nagy,B2C,Słowacja,
2543,Maja Jabłońska,B2C,Polska,Mazowieckie
2544,Lukáš Baláž,B2C,Słowacja,
2545,Katarína Baláž,B2C,Słowacja,
2546,Tomáš Svoboda,B2C,Czechy,
2547,Pavel Marek,B2C,Czechy,
2548,Anna Woźniak,B2C,Polska,Mazowieckie
2549,Alan Leśniak,B2C,Polska,Mazowieckie
2550,Michal Horváth,B2C,Słowacja,
2551,Stefan Włodarczyk,B2C,Polska,Warmińsko-mazurskie
2552,Hanna Szymańska,B2C,Polska,Śląskie
2553,Matylda Kaźmierczak,B2C,Polska,Dolnośląskie
2554,Gabriel Skiba,B2C,Polska,Pomorskie
2555,Nikodem Biela,B2C,Polska,Małopolskie
2556,Oliwia Adamowicz,B2C,Polska,Mazowieckie
2557,Michał Śliwiński,B2C,Polska,Mazowieckie
2558,Ursula Schneider,B2C,Niemcy,
2559,Mariia Czechowska,B2C,Polska,Kujawsko-pomorskie
2560,Tymon Urbanowicz,B2C,Polska,Śląskie
2561,Ursula Hofmann,B2C,Niemcy,
2562,Jan Rudnicki,B2C,Polska,Wielkopolskie
2563,Martin Novotný,B2C,Czechy,
2564,Zofia Kisiel,B2C,Polska,Pomorskie
2565,Emilia Dobrowolska,B2C,Polska,Dolnośląskie
2566,Marcelina Rybka,B2C,Polska,Mazowieckie
2567,Christine Becker,B2C,Niemcy,
2568,Julian Smoliński,B2C,Polska,Lubelskie
2569,Alicja Janiak,B2C,Polska,Mazowieckie
2570,Cezary Gąsior,B2C,Polska,Dolnośląskie
2571,Petra Hofmann,B2C,Niemcy,
2572,Lukas Schwarz,B2C,Niemcy,
2573,Mia Rojek,B2C,Polska,Wielkopolskie
2574,Maja Nawrocka,B2C,Polska,Śląskie
2575,Ignacy Klimek,B2C,Polska,Śląskie
2576,Daria Jurkiewicz,B2C,Polska,Mazowieckie
2577,Jana Pospíšil,B2C,Czechy,
2578,Bartosz Nowaczyk,B2C,Polska,Kujawsko-pomorskie
2579,Leon Brzeziński,B2C,Polska,Małopolskie
2580,Viktoria Rybicka,B2C,Polska,Śląskie
2581,Stanisław Wróblewski,B2C,Polska,Pomorskie
2582,Marie Pokorný,B2C,Czechy,
2583,Maja Białkowska,B2C,Polska,Mazowieckie
2584,Milan Walczak,B2C,Polska,Opolskie
2585,Nikodem Grabowski,B2C,Polska,Mazowieckie
2586,Luiza Szymańska,B2C,Polska,Wielkopolskie
2587,Claudia Schulz,B2C,Niemcy,
2588,Helena Jabłońska,B2C,Polska,Małopolskie
2589,Pola Skóra,B2C,Polska,Pomorskie
2590,Dawid Szydłowski,B2C,Polska,Wielkopolskie
2591,Jakub Zarzycki,B2C,Polska,Wielkopolskie
2592,Wolfgang Koch,B2C,Niemcy,
2593,Wanda Rudnicka,B2C,Polska,Dolnośląskie
2594,Sophie Schwarz,B2C,Niemcy,
2595,Kaja Piwowarczyk,B2C,Polska,Wielkopolskie
2596,Jagna Dudek,B2C,Polska,Małopolskie
2597,Maria Majchrzak,B2C,Polska,Mazowieckie
2598,Stefan Bauer,B2C,Niemcy,
2599,Hanna Grzegorczyk,B2C,Polska,Śląskie
2600,Ján Molnár,B2C,Słowacja,
2601,Martin Schmidt,B2C,Niemcy,
2602,Petr Dvořák,B2C,Czechy,
2603,Amadeusz Ambroziak,B2C,Polska,Śląskie
2604,Nikodem Pawelec,B2C,Polska,Małopolskie
2605,Zuzanna Witkowska,B2C,Polska,Śląskie
2606,Klara Michalik,B2C,Polska,Lubelskie
2607,Kornelia Ożóg,B2C,Polska,Zachodniopomorskie
2608,Zofia Panek,B2C,Polska,Mazowieckie
2609,Viktor Jankowski,B2C,Polska,Małopolskie
2610,Laura Krakowska,B2C,Polska,Zachodniopomorskie
2611,Julia Płatek,B2C,Polska,Mazowieckie
2612,Amelia Nowak,B2C,Polska,Lubelskie
2613,Gabriel Żukowski,B2C,Polska,Śląskie
2614,Monika Schröder,B2C,Niemcy,
2615,Mia Madej,B2C,Polska,Lubelskie
2616,Nela Krawczyk,B2C,Polska,Mazowieckie
2617,Kateřina Horák,B2C,Czechy,
2618,Eva Jelínek,B2C,Czechy,
2619,Liwia Młynarczyk,B2C,Polska,Wielkopolskie
2620,Hana Novotný,B2C,Czechy,
2621,Filip Kołodziej,B2C,Polska,Kujawsko-pomorskie
2622,Petra Meyer,B2C,Niemcy,
2623,Magdalena Kurek,B2C,Polska,Mazowieckie
2624,Franciszek Sekuła,B2C,Polska,Warmińsko-mazurskie
2625,Janina Walczak,B2C,Polska,Dolnośląskie
2626,Kornelia Szot,B2C,Polska,Śląskie
2627,Liliana Borek,B2C,Polska,Małopolskie
2628,Antonina Kozak,B2C,Polska,Podkarpackie
2629,Helena Bednarczyk,B2C,Polska,Mazowieckie
2630,Jana Horák,B2C,Czechy,
2631,Martin Kováč,B2C,Słowacja,
2632,Bartosz Kaczmarski,B2C,Polska,Pomorskie
2633,Zuzanna Jankowska,B2C,Polska,Świętokrzyskie
2634,Antonina Kwiatkowska,B2C,Polska,Mazowieckie
2635,Julia Mączka,B2C,Polska,Małopolskie
2636,Aurelia Romanowska,B2C,Polska,Zachodniopomorskie
2637,Stefan Schulz,B2C,Niemcy,
2638,Marianna Duda,B2C,Polska,Świętokrzyskie
2639,Mikołaj Rogowski,B2C,Polska,Dolnośląskie
2640,Claudia Schäfer,B2C,Niemcy,
2641,Maja Kosińska,B2C,Polska,Pomorskie
2642,Alicja Kłosowska,B2C,Polska,Podkarpackie
2643,Rozalia Majewska,B2C,Polska,Wielkopolskie
2644,Kateřina Hájek,B2C,Czechy,
2645,Sabine Müller,B2C,Niemcy,
2646,Gabriel Marszałek,B2C,Polska,Mazowieckie
2647,Zofia Pilch,B2C,Polska,Małopolskie
2648,Hana Veselý,B2C,Czechy,
2649,Blanka Schmidt,B2C,Polska,Opolskie
2650,Monika Klein,B2C,Niemcy,
2651,Stefan Richter,B2C,Niemcy,
2652,Lilianna Sobczak,B2C,Polska,Kujawsko-pomorskie
2653,Zuzanna Ostrowska,B2C,Polska,Mazowieckie
2654,Martin Tóth,B2C,Słowacja,
2655,Mikołaj Wójtowicz,B2C,Polska,Warmińsko-mazurskie
2656,Gabriel Sieradzki,B2C,Polska,Mazowieckie
2657,Elena Gawrońska,B2C,Polska,Lubuskie
2658,Oliwier Ptak,B2C,Polska,Dolnośląskie
2659,Aleksander Zieliński,B2C,Polska,Pomorskie
2660,Tymofii Rogowski,B2C,Polska,Mazowieckie
2661,Franciszek Grabowski,B2C,Polska,Mazowieckie
2662,Laura Nowak,B2C,Polska,Mazowieckie
2663,Liliana Bednarczyk,B2C,Polska,Lubuskie
2664,Sabine Krüger,B2C,Niemcy,
2665,Hanna Tomaszewska,B2C,Polska,Lubelskie
2666,Oliviia Korczak,B2C,Polska,Wielkopolskie
2667,Sophie Schneider,B2C,Niemcy,
2668,Jakub Szulc,B2C,Polska,Śląskie
2669,Felix Neumann,B2C,Niemcy,
2670,Oliwia Markowska,B2C,Polska,Dolnośląskie
2671,Mikołaj Kopeć,B2C,Polska,Mazowieckie
2672,Oliwia Nowacka,B2C,Polska,Małopolskie
2673,Emilia Morawska,B2C,Polska,Śląskie
2674,Antoni Cichosz,B2C,Polska,Mazowieckie
2675,Marcel Zajączkowski,B2C,Polska,Dolnośląskie
2676,Aurelia Konieczna,B2C,Polska,Śląskie
2677,Dávid Polák,B2C,Słowacja,
2678,Ondřej Hájek,B2C,Czechy,
2679,Lena Schwarz,B2C,Niemcy,
2680,Marek Polák,B2C,Słowacja,
2681,Karol Woźniak,B2C,Polska,Lubelskie
2682,Tomáš Dvořák,B2C,Czechy,
2683,Ondřej Jelínek,B2C,Czechy,
2684,Nikodem Skrzypczak,B2C,Polska,Warmińsko-mazurskie
